id	title	name_src	type	aat_type	ccodes	lon	lat	geom_src	close_match
5000203	Jesus Taguana	estado_1794	Poblacion	inhabited place	["CO"]	-72.558636	5.194688	estado_1794	
5000204	Santa Barbara Cravo	estado_1794	Pueblo	inhabited place	["CO"]	-72.29840497	5.377952839	estado_1794	["http://vocab.getty.edu/page/tgn/1024067", "http://www.wikidata.org/entity/Q13591", "http://www.geonames.org/3665688"]
5000205	Labranza grande	estado_1794	Pueblo	inhabited place	["CO"]	-72.57834	5.56207	estado_1794	
5000206	Nunchia	estado_1794	Poblacion	inhabited place	["CO"]	-72.19373	5.63588	estado_1794	
5000207	Morcote	estado_1794	Pueblo	inhabited place	["CO"]	-72.298949	5.629182	estado_1794	
5000208	Yunao	estado_1794	Poblacion	inhabited place	["CO"]	-72.18539084	5.759514492	estado_1794	
5000209	Sabana Grande	estado_1794	Poblacion	inhabited place	["CO"]	-72.03819	5.78273	estado_1794	
5000210	Pisba	estado_1794	Pueblo	inhabited place	["CO"]	-72.48379	5.72217	estado_1794	["http://www.geonames.org/3672143", "http://www.wikidata.org/entity/Q1656260"]
5000211	Paya	estado_1794	Poblacion	inhabited place	["CO"]	-72.42119	5.62546	estado_1794	["http://www.wikidata.org/entity/Q23684706", "http://www.geonames.org/3672670"]
5000212	Ten	estado_1794	Pueblo	inhabited place	["CO"]	-72.0689	5.9396	estado_1794	
5000213	Manare	estado_1794	Pueblo	inhabited place	["CO"]	-72.24965804	6.325658044	estado_1794	
5000214	Medina	estado_1794	Pueblo	inhabited place	["CO"]	-73.34923	4.50862	estado_1794	["http://www.wikidata.org/entity/Q1579406", "http://www.geonames.org/3674931"]
5000215	Hacienda Apiay	estado_1794	Rural	complex	["CO"]	-73.5492	4.0801	estado_1794	["http://www.geonames.org/3685446", "http://www.wikidata.org/entity/Q1525841"]
5000216	Tamara	estado_1794	Pueblo	inhabited place	["CO"]	-72.16301	5.83058	estado_1794	["http://www.geonames.org/3667516", "http://www.wikidata.org/entity/Q529835"]
5000217	Guarumo	estado_1794	Poblacion	inhabited place	["CO"]	-74.68536712	5.408920322	estado_1794	
5000218	San Jose de Nare	estado_1794	Poblacion	inhabited place	["CO"]	-74.59165	6.19596	estado_1794	["http://www.wikidata.org/entity/Q1526008", "http://www.geonames.org/3678510"]
5000219	Santa Barbara de la Mina de la Esmeralda	estado_1794	Poblacion	inhabited place	["CO"]	-75.10651226	4.290783399	estado_1794	
5000220	Santa Gertrudis de Miraflores	estado_1794	Poblacion	inhabited place	["CO"]	-75.23587574	4.236793558	estado_1794	["http://www.geonames.org/3670588", "http://www.wikidata.org/entity/Q1441209", "http://vocab.getty.edu/page/tgn/1023964"]
5000221	Valle de San Juan	estado_1794	Poblacion	inhabited place	["CO"]	-75.11638	4.19733	estado_1794	["http://www.wikidata.org/entity/Q1575444", "http://www.geonames.org/3666309"]
5000222	San Luis	estado_1794	Poblacion	inhabited place	["CO"]	-75.0938	4.13416	estado_1794	["http://www.geonames.org/3669408", "http://www.wikidata.org/entity/Q1525328"]
5000223	Chaparral	estado_1794	Poblacion	inhabited place	["CO"]	-75.4833	3.7233	estado_1794	["http://vocab.getty.edu/page/tgn/1023758"]
5000224	Guamo	estado_1794	Pueblo	inhabited place	["CO"]	-74.96633	4.02722	estado_1794	["http://www.wikidata.org/entity/Q664349", "http://vocab.getty.edu/page/tgn/1023832", "http://www.geonames.org/3681564"]
5000225	San Jose La Peña	estado_1794	Poblacion	inhabited place	["CO"]	-74.39368144	5.199045429	estado_1794	["http://www.wikidata.org/entity/Q375653"]
5000226	Murca	cespedesia	Pueblo	inhabited place	["CO"]	-74.352325	5.389741	cespedesia	
5000227	Santa Ana	estado_1794	Poblacion	inhabited place	["CO"]	-74.95892	5.12288	estado_1794	["http://www.wikidata.org/entity/Q1577895", "http://www.geonames.org/3682510"]
5000228	Bocaneme	estado_1794	Poblacion	inhabited place	["CO"]	-74.851545	5.296829	estado_1794	
5000229	Guayabal	estado_1794	Poblacion	inhabited place	["CO"]	-74.88362	5.03109	estado_1794	
5000230	Tocaima	estado_1794	Ciudad	inhabited place	["CO"]	-74.63461	4.45772	estado_1794	["http://www.wikidata.org/entity/Q1525235", "http://vocab.getty.edu/page/tgn/1024039", "http://www.geonames.org/3667004"]
5000231	Ambalema	estado_1794	Pueblo	inhabited place	["CO"]	-74.764359	4.783584	estado_1794	["http://vocab.getty.edu/page/tgn/1023698", "http://www.wikidata.org/entity/Q1574897", "http://www.geonames.org/3689979"]
5000232	Las Piedras	estado_1794	Poblacion	inhabited place	["CO"]	-74.87869	4.54208	estado_1794	
5000233	Anolayma	estado_1794	Poblacion	inhabited place	["CO"]	-74.46437	4.76197	estado_1794	
5000234	Anapoyma	estado_1794	Poblacion	inhabited place	["CO"]	-74.535912	4.549301	estado_1794	
5000235	Siquima	estado_1794	Poblacion	inhabited place	["CO"]	-74.467563	4.878265	estado_1794	
5000236	Venadillo	estado_1794	Poblacion	inhabited place	["CO"]	-74.930999	4.718832	estado_1794	["http://www.wikidata.org/entity/Q1525428", "http://vocab.getty.edu/page/tgn/1024058", "http://www.geonames.org/3666227"]
5000237	Nilo	estado_1794	Poblacion	inhabited place	["CO"]	-74.61911	4.30641	estado_1794	["http://www.wikidata.org/entity/Q1524825", "http://www.geonames.org/3673849"]
5000238	Biota	estado_1794	Pueblo	inhabited place	["CO"]	-74.52173	4.4383	estado_1794	
5000239	Coello	estado_1794	Pueblo	inhabited place	["CO"]	-74.898169	4.288072	estado_1794	["http://www.geonames.org/3686143", "http://www.wikidata.org/entity/Q1577445"]
5000240	Espinal	estado_1794	Poblacion	inhabited place	["CO"]	-74.88364	4.1495	estado_1794	["http://vocab.getty.edu/page/tgn/1023804"]
5000241	Melgar	estado_1794	Poblacion	inhabited place	["CO"]	-74.64197	4.20409	estado_1794	["http://www.wikidata.org/entity/Q1257259", "http://vocab.getty.edu/page/tgn/1023878"]
5000242	Santa Barbara Guayabal	estado_1794	Poblacion	inhabited place	["CO"]	-74.4517	4.6443	estado_1794	
5000243	Mesa de Juan Diaz	estado_1794	Poblacion	inhabited place	["CO"]	-74.461725	4.629639	estado_1794	
5000244	Coyaimas	estado_1794	Pueblo	inhabited place	["CO"]	-75.1954	3.79799	estado_1794	["http://www.geonames.org/3685709", "http://www.wikidata.org/entity/Q583757"]
5000245	Natagaima	estado_1794	Pueblo	inhabited place	["CO"]	-75.0932	3.62395	estado_1794	["http://www.geonames.org/3674011", "http://vocab.getty.edu/page/tgn/1023890", "http://www.wikidata.org/entity/Q258673"]
5000246	Pacarni	estado_1794	Poblacion	inhabited place	["CO"]	-75.6985	2.6078	estado_1794	
5000247	Yaguara	estado_1794	Poblacion	inhabited place	["CO"]	-75.516	2.6629	estado_1794	["http://www.wikidata.org/entity/Q1577431"]
5000248	Yquira	estado_1794	Pueblo	inhabited place	["CO"]	-75.635208	2.649928	estado_1794	
5000249	Guagua	estado_1794	Poblacion	inhabited place	["CO"]	-75.4338	2.88949	estado_1794	["http://www.wikidata.org/entity/Q1442359", "http://www.geonames.org/3673286", "http://vocab.getty.edu/page/tgn/1023904"]
5000250	Retiro	estado_1794	Pueblo	inhabited place	["CO"]	-75.5674	2.7423	estado_1794	["http://vocab.getty.edu/page/tgn/1024034"]
5000251	Aype	estado_1794	Poblacion	inhabited place	["CO"]	-75.23788	3.22176	estado_1794	
5000252	San Antonio de la Fortalecilla	estado_1794	Pueblo	inhabited place	["CO"]	-75.25136	3.03698	estado_1794	
5000253	Caguan	estado_1794	Poblacion	inhabited place	["CO"]	-75.23324	2.86272	estado_1794	
5000254	Duxos	estado_1794	Poblacion	inhabited place	["CO"]	-75.2999	2.8832	estado_1794	
5000255	Otas	estado_1794	Pueblo	inhabited place	["CO"]	-75.3347	2.6038	estado_1794	
5000256	Hobo	estado_1794	Pueblo	inhabited place	["CO"]	-75.45172	2.58507	estado_1794	["http://vocab.getty.edu/page/tgn/1023835"]
5000257	Alpujarras	estado_1794	Poblacion	inhabited place	["CO"]	-74.93346	3.39126	estado_1794	
5000258	Dolores	estado_1794	Poblacion	inhabited place	["CO"]	-74.89626	3.53954	estado_1794	["http://vocab.getty.edu/page/tgn/1023785"]
5000259	San Jose Ataco	estado_1794	Pueblo	inhabited place	["CO"]	-75.381528	3.590971	estado_1794	["http://www.wikidata.org/entity/Q2430018", "http://www.geonames.org/3689450", "http://vocab.getty.edu/page/tgn/1023713"]
5000260	Prado	estado_1794	Poblacion	inhabited place	["CO"]	-74.92874	3.75145	estado_1794	["http://www.geonames.org/3671766", "http://www.wikidata.org/entity/Q1576149"]
5000261	Hato de Abajo	estado_1794	Rural	complex	["CO"]	-75.82465	2.11091	estado_1794	["http://www.wikidata.org/entity/Q1526198", "http://www.geonames.org/3667386"]
5000262	Gigante	estado_1794	Poblacion	inhabited place	["CO"]	-75.54441	2.38839	estado_1794	["http://vocab.getty.edu/page/tgn/1023825"]
5000263	Garzon	estado_1794	Rural	complex	["CO"]	-75.6276	2.19513	estado_1794	
5000264	Boqueron	estado_1794	Rural	complex	["CO"]	-75.78965	2.06293	estado_1794	["http://www.wikidata.org/entity/Q1654714", "http://www.geonames.org/3690102"]
5000265	Santa Rosa del Paycol	estado_1794	Poblacion	inhabited place	["CO"]	-75.773783	2.452228	estado_1794	
5000266	Pital	estado_1794	Poblacion	inhabited place	["CO"]	-75.8048	2.2668	estado_1794	["http://www.wikidata.org/entity/Q1525602", "http://vocab.getty.edu/page/tgn/1023922"]
5000267	Pueblo de Cucuta	estado_1794	Pueblo	inhabited place	["CO"]	-72.48156	7.89291	estado_1794	
5000268	Bochalema	estado_1794	Poblacion	inhabited place	["CO"]	-72.64709	7.61244	estado_1794	["http://www.geonames.org/3688707", "http://www.wikidata.org/entity/Q1575422"]
5000269	San Faustino de los Rios	estado_1794	Poblacion	inhabited place	["CO"]	-72.40569	8.06064	estado_1794	
5000270	Pie de la Cuesta	estado_1794	Poblacion	inhabited place	["CO"]	-73.04972	6.98697	estado_1794	
5000271	Bucaramanga	estado_1794	Poblacion	inhabited place	["CO"]	-73.122481	7.118549	estado_1794	["http://vocab.getty.edu/page/tgn/1023730", "http://www.wikidata.org/entity/Q243766", "http://www.geonames.org/3688465"]
5000272	Pedral	estado_1794	Poblacion	inhabited place	["CO"]	-73.845745	7.227099	estado_1794	
5000273	San Andres Guaca	estado_1794	Poblacion	inhabited place	["CO"]	-72.84705	6.81236	estado_1794	
5000274	Serrito	estado_1794	Poblacion	inhabited place	["CO"]	-72.69481	6.84136	estado_1794	
5000275	Carcasi	estado_1794	Pueblo	inhabited place	["CO"]	-72.62523	6.62634	estado_1794	["http://www.wikidata.org/entity/Q1656695", "http://www.geonames.org/3687394"]
5000276	Santo Ecce Home Cacota de Surata	estado_1794	Poblacion	inhabited place	["CO"]	-72.98401	7.36753	estado_1794	["http://www.geonames.org/3667685", "http://www.wikidata.org/entity/Q1655935"]
5000277	La Matanza	estado_1794	Poblacion	inhabited place	["CO"]	-73.015525	7.323162	estado_1794	
5000278	Cacota de Velasco	estado_1794	Pueblo	inhabited place	["CO"]	-72.641965	7.268454	estado_1794	
5000279	Guaca	estado_1794	Pueblo	inhabited place	["CO"]	-72.85526	6.87579	estado_1794	
5000280	La Bateca	estado_1794	Pueblo	inhabited place	["CO"]	-72.49404	7.29858	estado_1794	
5000281	Chopo	estado_1794	Pueblo	inhabited place	["CO"]	-72.63802	7.437016	estado_1794	["http://www.wikidata.org/entity/Q1655477", "http://www.geonames.org/3673042"]
5000282	Chinacota	estado_1794	Poblacion	inhabited place	["CO"]	-72.59945	7.6086	estado_1794	
5000283	Arboledas	estado_1794	Poblacion	inhabited place	["CO"]	-72.79891	7.64255	estado_1794	["http://www.wikidata.org/entity/Q1574827", "http://www.geonames.org/3689698"]
5000284	Sepita	estado_1794	Poblacion	inhabited place	["CO"]	-72.97412	6.75357	estado_1794	["http://www.wikidata.org/entity/Q963127", "http://www.geonames.org/3686925"]
5000285	San Cayetano	estado_1794	Poblacion	inhabited place	["CO"]	-72.62445	7.87741	estado_1794	["http://www.wikidata.org/entity/Q2434048", "http://www.geonames.org/3669985"]
5000286	Santiago	estado_1794	Poblacion	inhabited place	["CO"]	-72.71494	7.8659	estado_1794	["http://www.geonames.org/3668401", "http://www.wikidata.org/entity/Q2078735"]
5000287	Chagres	estado_1794	Poblacion	inhabited place	["PA"]	-80.00245	9.322593	estado_1794	
5000288	Anton	estado_1794	Poblacion	inhabited place	["PA"]	-80.265373	8.401371	estado_1794	
5000289	Santa Maria	estado_1794	Poblacion	inhabited place	["PA"]	-80.66359126	8.116790766	estado_1794	
5000290	Calobre	estado_1794	Poblacion	inhabited place	["PA"]	-80.8168	8.317	estado_1794	["http://vocab.getty.edu/page/tgn/1018819"]
5000291	San Juan Penonome	estado_1794	Poblacion	inhabited place	["PA"]	-80.3553	8.5144	estado_1794	
5000292	San Lucas Ola	estado_1794	Poblacion	inhabited place	["PA"]	-80.6499	8.4168	estado_1794	
5000293	Chorrera	estado_1794	Poblacion	inhabited place	["PA"]	-79.7834	8.8802	estado_1794	
5000294	Pacora	estado_1794	Poblacion	inhabited place	["PA"]	-79.28974	9.08436	estado_1794	["http://www.geonames.org/3703647", "http://www.wikidata.org/entity/Q1985435", "http://vocab.getty.edu/page/tgn/1018867"]
5000295	Chiman	estado_1794	Poblacion	inhabited place	["PA"]	-78.6339	8.7169	estado_1794	
5000296	Villa de San Juan	estado_1794	Poblacion	inhabited place	["PA"]	-79.57937348	9.266528981	estado_1794	
5000297	Cruces	estado_1794	Poblacion	inhabited place	["PA"]	-79.6803776	9.128217943	estado_1794	
5000298	Taboga	estado_1794	Poblacion	inhabited place	["PA"]	-79.5547	8.7946	estado_1794	["http://vocab.getty.edu/page/tgn/1018898"]
5000299	Arraijan	estado_1794	Poblacion	inhabited place	["PA"]	-79.6498	8.95	estado_1794	
5000300	Isla del Rey	estado_1794	Poblacion	inhabited place	["PA"]	-78.9186	8.3666	estado_1794	
5000301	Chepo	estado_1794	Poblacion	inhabited place	["PA"]	-79.09721158	9.171160743	estado_1794	["http://vocab.getty.edu/page/tgn/1018822"]
5000302	San Cayetano de la Gorgona	estado_1794	Poblacion	inhabited place	["PA"]	-79.72048402	9.114031454	estado_1794	
5000303	San Isidro de Capira	estado_1794	Poblacion	inhabited place	["PA"]	-79.87876803	8.758125378	estado_1794	["http://www.wikidata.org/entity/Q34789866", "http://www.geonames.org/3713047", "http://vocab.getty.edu/page/tgn/1018820"]
5000304	Chame	estado_1794	Poblacion	inhabited place	["PA"]	-79.88667	8.60112	estado_1794	["http://vocab.getty.edu/page/tgn/1018821", "http://www.geonames.org/3712579", "http://www.wikidata.org/entity/Q34791463"]
5000305	San Carlos Chiru	estado_1794	Poblacion	inhabited place	["PA"]	-79.96426411	8.469576117	estado_1794	
5000306	Villa de Palenque	estado_1794	Poblacion	inhabited place	["PA"]	-79.35922684	9.571100604	estado_1794	
5000307	Villa de Punta Gorda	estado_1794	Poblacion	inhabited place	["PA"]	-79.7247	9.4836	estado_1794	
5000308	Villa de los Santos	estado_1794	Villa	inhabited place	["PA"]	-80.41365	7.93797	estado_1794	["http://www.geonames.org/3704964", "http://www.wikidata.org/entity/Q33457739", "http://vocab.getty.edu/page/tgn/1018855"]
5000309	Villa de las Minas	estado_1794	Poblacion	inhabited place	["PA"]	-80.74441	7.79938	estado_1794	
5000310	Parita	estado_1794	Poblacion	inhabited place	["PA"]	-80.5167	8	estado_1794	
5000311	Ocu	estado_1794	Poblacion	inhabited place	["PA"]	-80.77693	7.94636	estado_1794	
5000312	Pese	estado_1794	Poblacion	inhabited place	["PA"]	-80.61385	7.90825	estado_1794	
5000313	Las Tablas	estado_1794	Poblacion	inhabited place	["PA"]	-80.27636	7.76776	estado_1794	["http://vocab.getty.edu/page/tgn/1018854"]
5000314	Pedasi	estado_1794	Poblacion	inhabited place	["PA"]	-80.02442	7.52886	estado_1794	
5000315	Pocri	estado_1794	Poblacion	inhabited place	["PA"]	-80.11832	7.66005	estado_1794	
5000316	Macaracas	estado_1794	Poblacion	inhabited place	["PA"]	-80.55133	7.7312	estado_1794	
5000318	San Juan Moreno	estado_1794	Poblacion	inhabited place	["CO"]	-72.82133832	11.22853289	estado_1794	
5000319	Camarones	estado_1794	Pueblo	inhabited place	["CO"]	-73.0658	11.4235	estado_1794	
5000320	Cototama de la Ramada	estado_1794	Pueblo	inhabited place	["CO"]	-73.1019	11.0991	estado_1794	
5000321	Usaquen	estado_1794	Pueblo	inhabited place	["CO"]	-74.03072	4.69501	estado_1794	
5000322	Suba	estado_1794	Pueblo	inhabited place	["CO"]	-74.09093	4.74094	estado_1794	
5000323	Suacha	estado_1794	Pueblo	inhabited place	["CO"]	-74.21338	4.57727	estado_1794	["http://www.geonames.org/3667905", "http://www.wikidata.org/entity/Q1011151", "http://vocab.getty.edu/page/tgn/1024018"]
5000324	Fusagasuga	estado_1794	Pueblo	inhabited place	["CO"]	-74.364485	4.336924	estado_1794	
5000325	San Antonio Tena	estado_1794	Poblacion	inhabited place	["CO"]	-74.389339	4.655471	estado_1794	["http://www.geonames.org/3667310", "http://www.wikidata.org/entity/Q1575522"]
5000326	Cunday	estado_1794	Poblacion	inhabited place	["CO"]	-74.69265	4.05988	estado_1794	["http://www.geonames.org/3685419", "http://www.wikidata.org/entity/Q577597"]
5000327	Choachi	estado_1794	Pueblo	inhabited place	["CO"]	-73.92271	4.52889	estado_1794	
5000328	Fomeque	estado_1794	Pueblo	inhabited place	["CO"]	-73.895252	4.486324	estado_1794	["http://www.geonames.org/3682380", "http://www.wikidata.org/entity/Q1525506"]
5000329	Chipaque	estado_1794	Pueblo	inhabited place	["CO"]	-74.04406	4.44188	estado_1794	["http://www.wikidata.org/entity/Q740349", "http://www.geonames.org/3686532"]
5000330	Ubaque	estado_1794	Pueblo	inhabited place	["CO"]	-73.934938	4.482295	estado_1794	["http://www.wikidata.org/entity/Q1574736", "http://www.geonames.org/3666522"]
5000331	Uzme	estado_1794	Pueblo	inhabited place	["CO"]	-74.12501224	4.469082873	estado_1794	
5000332	Une	estado_1794	Pueblo	inhabited place	["CO"]	-74.02514	4.40302	estado_1794	["http://www.geonames.org/3666482", "http://www.wikidata.org/entity/Q1577653"]
5000333	Fosca	estado_1794	Pueblo	inhabited place	["CO"]	-73.93896	4.33875	estado_1794	["http://www.geonames.org/3682358", "http://www.wikidata.org/entity/Q1577716"]
5000334	Guatavita	estado_1794	Pueblo	inhabited place	["CO"]	-73.83186	4.93456	estado_1794	["http://www.wikidata.org/entity/Q1576750", "http://www.geonames.org/3681360"]
5000335	Sesquile	estado_1794	Pueblo	inhabited place	["CO"]	-73.79755	5.0451	estado_1794	
5000336	Macheta	estado_1794	Pueblo	inhabited place	["CO"]	-73.60772	5.07975	estado_1794	
5000338	San Joaquin Manta	estado_1794	Poblacion	inhabited place	["CO"]	-73.54117	5.0083	estado_1794	["http://www.geonames.org/3675433", "http://www.wikidata.org/entity/Q1654947"]
5000339	Guasca	estado_1794	Pueblo	inhabited place	["CO"]	-73.87774	4.86618	estado_1794	["http://www.wikidata.org/entity/Q179672", "http://www.geonames.org/3681404"]
5000340	Chipasaque	estado_1794	Pueblo	inhabited place	["CO"]	-73.6601	4.7903	estado_1794	
5000341	Gacheta	estado_1794	Pueblo	inhabited place	["CO"]	-73.63681	4.81718	estado_1794	
5000342	Villeta	estado_1794	Poblacion	inhabited place	["CO"]	-74.470158	5.011221	estado_1794	["http://www.wikidata.org/entity/Q1440837", "http://vocab.getty.edu/page/tgn/1024063", "http://www.geonames.org/3665896"]
5000343	Quebrada Negra	estado_1794	Poblacion	inhabited place	["CO"]	-74.48093	5.11689	estado_1794	
5000344	Nocayma	estado_1794	Pueblo	inhabited place	["CO"]	-74.37783	5.06996	estado_1794	["http://www.wikidata.org/entity/Q1577029", "http://www.geonames.org/3673826"]
5000345	Nimayma	estado_1794	Pueblo	inhabited place	["CO"]	-74.38549	5.12522	estado_1794	["http://www.wikidata.org/entity/Q1654819", "http://www.geonames.org/3673845"]
5000346	Zazayma	estado_1794	Poblacion	inhabited place	["CO"]	-74.43529	4.96393	estado_1794	["http://www.geonames.org/3668228", "http://www.wikidata.org/entity/Q1575923"]
5000347	Chaguani	estado_1794	Poblacion	inhabited place	["CO"]	-74.71461346	4.993071075	estado_1794	
5000348	Bogota	estado_1794	Pueblo	inhabited place	["CO"]	-74.212221	4.716304	estado_1794	["http://www.geonames.org/3682281", "http://www.wikidata.org/entity/Q608955"]
5000349	Fontibon	estado_1794	Pueblo	inhabited place	["CO"]	-74.144636	4.673292	estado_1794	
5000350	Engativa	estado_1794	Pueblo	inhabited place	["CO"]	-74.098	4.6878	estado_1794	
5000351	Zerrezuela	estado_1794	Pueblo	inhabited place	["CO"]	-74.2642	4.7324	estado_1794	["http://www.geonames.org/3675708", "http://www.wikidata.org/entity/Q2316396", "http://vocab.getty.edu/page/tgn/1023866"]
5000352	Boxaca	estado_1794	Pueblo	inhabited place	["CO"]	-74.340587	4.733957	estado_1794	
5000353	Facatativa	estado_1794	Pueblo	inhabited place	["CO"]	-74.3544	4.8137	estado_1794	
5000354	Sipacon	estado_1794	Pueblo	inhabited place	["CO"]	-74.38018	4.75926	estado_1794	
5000355	Tenjo	estado_1794	Pueblo	inhabited place	["CO"]	-74.1445	4.87207	estado_1794	["http://www.geonames.org/3667290", "http://www.wikidata.org/entity/Q1525701"]
5000356	Subachoque	estado_1794	Poblacion	inhabited place	["CO"]	-74.17351	4.92838	estado_1794	["http://www.geonames.org/3667760", "http://www.wikidata.org/entity/Q959079"]
5000357	Simijaca	estado_1794	Pueblo	inhabited place	["CO"]	-73.85127	5.50213	estado_1794	
5000358	Susa	estado_1794	Pueblo	inhabited place	["CO"]	-73.81457	5.45281	estado_1794	["http://www.wikidata.org/entity/Q598748", "http://www.geonames.org/3667666"]
5000359	Fuquene	estado_1794	Pueblo	inhabited place	["CO"]	-73.79613	5.40408	estado_1794	
5000360	Suta Tausa	estado_1794	Pueblo	inhabited place	["CO"]	-73.8539	5.24718	estado_1794	["http://www.wikidata.org/entity/Q1654822", "http://www.geonames.org/3667649"]
5000361	Suesca	estado_1794	Pueblo	inhabited place	["CO"]	-73.8	5.1033	estado_1794	["http://www.geonames.org/3667717", "http://www.wikidata.org/entity/Q1525782"]
5000362	Cucunuba	estado_1794	Pueblo	inhabited place	["CO"]	-73.76664	5.25025	estado_1794	
5000363	Enemocon	estado_1794	Pueblo	inhabited place	["CO"]	-73.8776	5.06676	estado_1794	
5000364	Cogua	estado_1794	Pueblo	inhabited place	["CO"]	-73.977844	5.061649	estado_1794	["http://www.wikidata.org/entity/Q1524844", "http://www.geonames.org/3686134"]
5000365	Caxica	estado_1794	Pueblo	inhabited place	["CO"]	-74.02543	4.91701	estado_1794	
5000366	Chia	estado_1794	Pueblo	inhabited place	["CO"]	-74.05828189	4.865086757	estado_1794	
5000367	Tabio	estado_1794	Pueblo	inhabited place	["CO"]	-74.0971	4.91677	estado_1794	["http://www.wikidata.org/entity/Q1441966", "http://www.geonames.org/3667629"]
5000368	Cota	estado_1794	Pueblo	inhabited place	["CO"]	-74.10219	4.80964	estado_1794	
5000369	Gachancipa	estado_1794	Pueblo	inhabited place	["CO"]	-73.87289	4.99119	estado_1794	
5000370	Tocancipa	estado_1794	Pueblo	inhabited place	["CO"]	-73.910195	4.965739	estado_1794	
5000371	Zopo	estado_1794	Pueblo	inhabited place	["CO"]	-73.940202	4.908931	estado_1794	
5000372	Pacho	estado_1794	Pueblo	inhabited place	["CO"]	-74.1581	5.1319	estado_1794	["http://www.wikidata.org/entity/Q680909", "http://vocab.getty.edu/page/tgn/1023902", "http://www.geonames.org/3673424"]
5000374	Concepcion Puerto Real	estado_1794	Poblacion	inhabited place	["CO"]	-73.740969	8.332936	estado_1794	
5000375	Rio del Oro	estado_1794	Poblacion	inhabited place	["CO"]	-73.38553	8.29217	estado_1794	
5000376	San Jacinto Gaira	estado_1794	Poblacion	inhabited place	["CO"]	-74.223881	11.193056	estado_1794	
5000377	San Jeronimo Mamatoco	estado_1794	Poblacion	inhabited place	["CO"]	-74.16686	11.22772	estado_1794	
5000378	San Francisco Taganga	estado_1794	Poblacion	inhabited place	["CO"]	-74.190815	11.268184	estado_1794	
5000379	Santa Ana Bonda	estado_1794	Poblacion	inhabited place	["CO"]	-74.12608	11.23431	estado_1794	
5000380	Santa Cruz Masinga	estado_1794	Pueblo	inhabited place	["CO"]	-74.108925	11.218408	estado_1794	
5000381	San Sebastian Rabago	estado_1794	Pueblo	inhabited place	["CO"]	-73.5898	10.5606	estado_1794	
5000382	San Carlos de San Sebastian	estado_1794	Poblacion	inhabited place	["CO"]	-74.185131	10.520968	estado_1794	
5000383	San Juan de la Cienega	estado_1794	Pueblo	inhabited place	["CO"]	-74.24641	11.00571	estado_1794	
5000384	Concepcion Remolino	estado_1794	Poblacion	inhabited place	["CO"]	-74.717011	10.702015	estado_1794	["http://www.wikidata.org/entity/Q1575711", "http://www.geonames.org/3670898"]
5000385	Guaymaro	estado_1794	Poblacion	inhabited place	["CO"]	-74.714	10.581	estado_1794	
5000386	San Miguel Punta Gorda	estado_1794	Pueblo	inhabited place	["CO"]	-74.793778	10.490258	estado_1794	["http://www.wikidata.org/entity/Q2433634"]
5000387	San Pedro Martir Piñon	estado_1794	Poblacion	inhabited place	["CO"]	-74.824308	10.404286	estado_1794	
5000388	San Antonio Buenavista	estado_1794	Poblacion	inhabited place	["CO"]	-74.86848267	10.32352464	estado_1794	
5000389	San Bernardo	estado_1794	Poblacion	inhabited place	["CO"]	-73.724426	8.677432	estado_1794	
5000390	Concepcion Chimichagua	estado_1794	Poblacion	inhabited place	["CO"]	-73.812688	9.257666	estado_1794	["http://www.geonames.org/3686585", "http://www.wikidata.org/entity/Q509339", "http://vocab.getty.edu/page/tgn/1023761"]
5000391	Chiriguana	estado_1794	Poblacion	inhabited place	["CO"]	-73.6017	9.3638	estado_1794	
5000392	Tamalamequito	estado_1794	Poblacion	inhabited place	["CO"]	-74.0291	9.0531	estado_1794	
5000393	Guamal	estado_1794	Pueblo	inhabited place	["CO"]	-74.2261	9.1445	estado_1794	["http://www.geonames.org/3681596", "http://vocab.getty.edu/page/tgn/1136604", "http://www.wikidata.org/entity/Q1441081"]
5000394	San Sebastian	estado_1794	Poblacion	inhabited place	["CO"]	-74.35162	9.23919	estado_1794	
5000395	San Zenon	estado_1794	Poblacion	inhabited place	["CO"]	-74.49851	9.24453	estado_1794	
5000396	San Fernando Carvajal	estado_1794	Poblacion	inhabited place	["CO"]	-74.50137644	9.337380407	estado_1794	["http://www.wikidata.org/entity/Q1526065", "http://www.geonames.org/3669895"]
5000397	Santa Ana de Buenavista	estado_1794	Poblacion	inhabited place	["CO"]	-74.57003	9.32212	estado_1794	["http://www.geonames.org/3668928", "http://vocab.getty.edu/page/tgn/1023998", "http://www.wikidata.org/entity/Q1441044"]
5000398	Pinto	estado_1794	Poblacion	inhabited place	["CO"]	-74.70507	9.434	estado_1794	["http://www.geonames.org/3672186", "http://www.wikidata.org/entity/Q1576142"]
5000399	Banco	estado_1794	Poblacion	inhabited place	["CO"]	-73.972309	8.995375	estado_1794	
5000400	Simaña de Playa Blanca	estado_1794	Poblacion	inhabited place	["CO"]	-73.730253	8.612577	estado_1794	
5000401	San Pedro del Morro	estado_1794	Poblacion	inhabited place	["CO"]	-74.7906	9.951	estado_1794	
5000402	San Jose Barrancas	estado_1794	Poblacion	inhabited place	["CO"]	-72.79393	10.95484	estado_1794	["http://vocab.getty.edu/page/tgn/1023723"]
5000403	San Isidro Atanques	estado_1794	Pueblo	inhabited place	["CO"]	-73.3544	10.6959	estado_1794	
