id	title	name_src	type	aat_type	parent	close_match
13126	Pirhuani	alcedo	pueblo	towns	Corregimiento de Pilaya y Paspaya	
13127	Pirinbai	alcedo	rio	rivers	Maracaibo	
13128	Pirinota	alcedo	rio	rivers	la Guayana ó Nueva Andalucía	
13129	Pirios	alcedo				
13130	Piripiri	alcedo	pueblo	towns	Brazil	
13131	Piriti	alcedo	rio	rivers	Buenos Ayres	
13132	Piritu	alcedo	reyno	kingdoms	Nuevo Reyno de Granada	
13133	Piritu	alcedo	isla	islands		
13134	Piros	alcedo	nación de indios	cultural groups		
13135	Piroyol	alcedo	rio	rivers	Venezuela	
13136	Pirque	alcedo	pueblo	towns	Corregimiento de Quispicanchi	
13137	Pirqui	alcedo	pueblo	towns	Corregimiento de Santiago	
13138	Pirri	alcedo	pueblo	towns	Darien	
13139	Pirri	alcedo	montaña	mountains		
13140	Piru	alcedo				
13141	Pirubipiba	alcedo	rio	rivers		
13142	Piruma	alcedo	pueblo	towns	Reyno de Chile	
13143	Pirusai	alcedo	rio	rivers	Esmeraldas	
13144	Pisagua	alcedo	pueblo	towns	Corregimiento de Arica	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000148]
13145	Pisagua	alcedo	rio	rivers		
13146	Pisagua	alcedo	reyno	kingdoms	Reyno de Quito	
13147	Pisano	alcedo	pueblo	towns	Reyno dPerú	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001050]
13148	Pisano	alcedo	rio	rivers		
13149	Pisba	alcedo	pueblo	towns	San Juan de los Llanos	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000210]
13150	Piscataqua	alcedo	mar	seas		
13151	Piscataway	alcedo	ciudad	citys		
13152	Piscataway	alcedo	rio	rivers		
13153	Pisco	alcedo	villa	towns	Corregimiento de Ica	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000864]
13154	Pisco	alcedo	rio	rivers	Corregimiento de la Villa de Ibarra	
13155	Pischilin	alcedo	rio	rivers	Popayán	
13156	Piscobamba	alcedo	pueblo	towns	Corregimiento de Andahuailas	
13157	Piscobamba	alcedo	pueblo	towns	Corregimiento de Conchucos	
13158	Piscopampa	alcedo	provincia	provinces		
13159	Pismanta	alcedo	pueblo	towns	Corregimiento de Coquimbo	
13160	Pisque	alcedo	rio	rivers	Reyno de Quito	
13161	Pisque	alcedo				
13162	Pistola	alcedo				
13163	Pistoles	alcedo	rio	rivers		
13164	Pistolet	alcedo	bahia	bays		
13165	Pisua	alcedo	pueblo	towns	Nuevo Reyno de Granada	
13166	Pit	alcedo	condado	countys		
13167	Pita	alcedo	rio	rivers	Reyno de Quito	
13168	Pitahua	alcedo	pueblo	towns	Perú	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000451]
13169	Pitangui	alcedo	pueblo	towns	Brazil	
13170	Pitantora	alcedo	pueblo	towns	Corregimiento de Chayanta	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000155]
13171	Pitanza	alcedo	pueblo	towns		
13172	Pitayo	alcedo	pueblo	towns	Popayán	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600511]
13173	Piti	alcedo	pueblo	towns	Perú	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1004907]
13174	Pitic	alcedo	pueblo	towns	Corregimiento de Cotabambas	
13175	Pitipiti	alcedo	pueblo	towns	Perú	
13176	Pitipiti	alcedo	pueblo	towns		
13177	Pitiqui	alcedo	pueblo	towns	Sonora	
13178	Pitiqui	alcedo	rio	rivers		
13179	Pitiquin	alcedo	pueblo	towns		
13180	Pito	alcedo	rio	rivers	Darien	
13181	Pitos	alcedo	fuerte	inhabited places	Perú	[https://www.hgis-indias.net/dokuwiki/doku.php?id=9000689]
13182	Pitrachiqui	alcedo	pueblo	towns	Reyno del Nueva Vizcaya	
13183	Pituhuanca	alcedo	pueblo	towns	Corregimiento de Cochabamba	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000270]
13184	Pitui	alcedo	isla	islands	Reyno de Tierra-Firme	
13185	Pitumarca	alcedo	pueblo	towns	Corregimiento de Tinta	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000371]
13186	Pitres	alcedo	isla	islands		
13187	Piura	alcedo	provincia	provinces	Reyno dPerú	
13188	Piura	alcedo			Perú	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001391]
13189	Piura	alcedo	rio	rivers		
13190	Piurasirente	alcedo	pueblo	towns	Corregimiento de Caxamarquilla	
13191	Pixce	alcedo	pueblo	towns	Corregimiento de Saña	
13192	Pizac	alcedo	pueblo	towns	Corregimiento de Calca y Lares	
13193	Placeiros	alcedo	pueblo	towns	Brazil	
13194	Placer	alcedo	isla	islands		
13195	Placer	alcedo	baxo	valleys		
13196	Placer	alcedo	isla	islands	Isla de Cuba	
13197	Placer	alcedo	baxo	valleys	Nicaragua	
13198	Placer	alcedo			Yucatán	
13199	Placeres	alcedo	baxo	valleys		
13200	Plaine	alcedo				
13201	Plaine	alcedo	isla	islands		
13202	Plainfield	alcedo	ciudad	citys		
13203	Plaisance	alcedo	pueblo	towns		
13205	Plaisant	alcedo	monte	mountains		
13206	Plal	alcedo	rio	rivers	Reyno de Chile	
13207	Plasencia	alcedo	ciudad	citys	Nuevo Reyno de Granada	
13208	Plata	alcedo	ciudad	citys	Perú	
13209	Plata	alcedo			Popayán	
13210	Plata	alcedo	pueblo	towns		
13211	Plata	alcedo	monte	mountains		
13212	Plata	alcedo	rio	rivers		
13213	Plata	alcedo	rio	rivers	Santa Cruz de la Sierra	
13214	Plata	alcedo	rio	rivers	Popayán	
13215	Plata	alcedo	isla	islands	Guayaquil	
13216	Plata	alcedo	baxo	valleys		
13217	Plataforma	alcedo	punta	capes		
13218	Platanar	alcedo	pueblo	towns	Barcelona	
13219	Platanar	alcedo	pueblo	towns		
13220	Platanos	alcedo	pueblo	towns	Nueva España	[https://www.hgis-indias.net/dokuwiki/doku.php?id=2000083]
13221	Platanos	alcedo	isla	islands	Isla de Cuba	
13222	Plate	alcedo	isla	islands		
13224	Plate	alcedo				
13225	Plate	alcedo	punta	capes		
13226	Plateros	alcedo	nacion	nations	Corregimiento de Cuenca	
13227	Plato	alcedo	pueblo	towns	Santa Marta	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000634]
13228	Platriere	alcedo	ensenada	inlets		
13229	Playa	alcedo	playa	shores	Corregimiento de Truxillo	
13230	Playa	alcedo	puerto	ports		
13231	Playa	alcedo			Cartagena	
13232	Playa	alcedo	provincia	provinces		
13233	Plaza	alcedo	pueblo	towns	Corregimiento de Quillota	[https://www.hgis-indias.net/dokuwiki/doku.php?id=7000229]
13234	Plaza	alcedo	rio	rivers	Popayan	
13235	Plazilla	alcedo	pueblo	towns	Corregimiento de Quillota	[https://www.hgis-indias.net/dokuwiki/doku.php?id=7000228]
13236	Plesis	alcedo	isla	islands		
13237	Plimouth	alcedo	colonia	colonys		
13238	Plimouth	alcedo	ciudad	citys		
13240	Plimouth	alcedo	provincia	provinces		
13241	Plumb	alcedo	isla	islands		
13242	Poangue	alcedo	rio	rivers	Reyno de Chile	
13243	Poblacion	alcedo	pueblo	towns	Paraguay	
13244	Poblacion	alcedo	pueblo	towns	Brazil	
13245	Pochotla	alcedo	pueblo	towns	Chilapa	
13246	Pochutla	alcedo	pueblo	towns	Huamelula	
13247	Pochutla	alcedo			Acayuca	
13248	Pucoanca	alcedo	pueblo	towns	Corregimiento de Aimaraes	
13249	Pocoata	alcedo	pueblo	towns	Corregimiento de Chayanta	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000161]
13250	Pocomoack	alcedo	rio	rivers		
13251	Pocona	alcedo	pueblo	towns	Provincia de Mizque	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000090]
13252	Pocopo	alcedo	pueblo	towns	Corregimiento de Porco	
13253	Pocor	alcedo	pueblo	towns	Corregimiento de Chilques y Masques	
13254	Pocoto	alcedo	pueblo	towns	Corregimiento de Yauyos	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000933]
13255	Pocpo	alcedo	pueblo	towns	Corregimiento de Yamparaes	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000075]
13256	Pocquiura	alcedo	pueblo	towns	Corregimiento de Abancay	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000174]
13257	Pocri	alcedo	rio	rivers	Nata	
13258	Pocsi	alcedo	pueblo	towns	Corregimiento de Moquehua	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000124]
13259	Podrk	alcedo	rio	rivers		
13260	Poguatancaton	alcedo	mar	seas		
13261	Pointe	alcedo	pueblo	towns		
13262	Pointe	alcedo				
13263	Pointe	alcedo	rio	rivers		
13264	Pointe	alcedo	isla	islands		
13265	Poison	alcedo	punta	capes		
13266	Polanco	alcedo			Buenos Ayres	
13267	Polindera	alcedo	provincia	provinces	Nuevo Reyno de Granada	
13268	Pollard	alcedo	isla	islands		
13269	Polonia	alcedo	pueblo	towns		
13270	Poma	alcedo	pueblo	towns	Corregimiento de Lucanas	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000546]
13271	Pomabamba	alcedo	provincia	provinces		
13272	Pomabamba	alcedo	pueblo	towns	Corregimiento de Vilcas Huaman	
13273	Pomacanche	alcedo	pueblo	towns	Corregimiento de Guarochiri	
13274	Pomacanche	alcedo	pueblo	towns	Corregimiento de Quispicanchi	
13275	Pomacaran	alcedo	pueblo	towns		
13276	Pomacocha	alcedo	pueblo	towns	Corregimiento de Guarochiri	
13277	Pomacocha	alcedo	pueblo	towns	Corregimiento de Andahuailas	
13278	Pomacocha	alcedo	provincia	provinces	Corregimiento de Chachapoyas	
13279	Pomacocha	alcedo	provincia	provinces	Corregimiento de Canta	
13280	Pomacocha	alcedo	valle	valleys	Perú	
13281	Pomacocha	alcedo	laguna	lagoons	Corregimiento de Tarma	
13282	Pomaguaca	alcedo	pueblo	towns	Jaén de Bracamoros	
13283	Pomallacta	alcedo	pueblo	towns	Corregimiento de Riobamba	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600354]
13284	Pomare	alcedo	cordillera	mountains		
13285	Pomasque	alcedo	pueblo	towns	Reyno de Quito	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600227]
13286	Pomata	alcedo	pueblo	towns	Chucuito	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000203]
13287	Pomfret	alcedo	ciudad	citys		
13288	Pommesr	alcedo				
13289	Pomobamba	alcedo	pueblo	towns	Corregimiento de Conchucos	
13290	Pompatao	alcedo	rio	rivers	Nuevo Reyno de Granada	
13291	Pompon	alcedo	rio	rivers		
13292	Ponaya	alcedo	pueblo	towns	Corregimiento de Chachapoyas	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001289]
13293	Ponche	alcedo	isla	islands		
13294	Pongo	alcedo	pueblo	towns	Popayán	
13295	Pongo	alcedo				
13296	Ponica	alcedo	rio	rivers		
13297	Poniente	alcedo	puerto	ports	Isla de Cuba	
13298	Ponoganti	alcedo	rio	rivers	Chocó	
13299	Pont	alcedo	monte	mountains		
13300	Pontchartrain	alcedo	lago	lakes	la Luisiana	
13301	Pontchartrain	alcedo	fuerte	inhabited places		
13302	Pontchartrain	alcedo	isla	islands		
13303	Pontezuelos	alcedo	pueblo	towns	Buenos Ayres	
13304	Pontones	alcedo	rio	rivers	Jaén de Bracamoros	
13305	Ponzitlan	alcedo	pueblo	towns	Reyno de Nueva Galicia	
13306	Pools	alcedo	isla	islands		
13307	Poopo	alcedo	pueblo	towns	Corregimiento de Paria	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000021]
13308	Popa	alcedo			Cartagena	
13309	Popaba	alcedo	pueblo	towns	Corregimiento y jurisdicción de Velez	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000439]
13310	Popapura	alcedo	rio	rivers	Mainas	
13311	Popayan	alcedo	provincia	provinces	Nuevo Reyno de Granada	
13312	Iii	alcedo			Perú	
13313	Popegi	alcedo	pueblo	towns	Reyno del Nueva Vizcaya	
13314	Popolapa	alcedo	pueblo	towns	Igualapa	
13315	Populo	alcedo	pueblo	towns	Sonora	
13316	Poputla	alcedo	pueblo	towns	Xicayán	
13317	Poquemouche	alcedo	rio	rivers		
13318	Poracicaba	alcedo	rio	rivers		
13319	Porate	alcedo	pueblo	towns	Brazil	
13320	Porcelados	alcedo	provincia	provinces	Brazil	
13321	Porcepic	alcedo				
13322	Porcepic	alcedo	isla	islands		
13323	Porcepine	alcedo	cabo	capes		
13324	Porco	alcedo	provincia	provinces		
13325	Porco	alcedo	pueblo	towns		[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000170]
13326	Porco	alcedo	monte	mountains		
13327	Porcun	alcedo	pueblo	towns	Brazil	
13328	Porcos	alcedo	pueblo	towns	Brazil	
13329	Porcos	alcedo	isla	islands		
13330	Porcoz	alcedo	pueblo	towns	Corregimiento de Caxamarquilla	
13331	Pore	alcedo	ciudad	citys	San Juan de los Llanos	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000008]
13332	Porianas	alcedo	nación de indios	cultural groups		
13333	Porfia	alcedo	cabo	capes		
13334	Porlandq	alcedo				
13335	Porlandq	alcedo	isla	islands		
13336	Porococha	alcedo	pueblo	towns	Corregimiento de Yauyos	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000934]
13337	Poroma	alcedo	pueblo	towns	Corregimiento de Yamparaes	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000074]
13338	Porongo	alcedo	pueblo	towns	Santa Cruz de la Sierra	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000387]
13339	Porongos	alcedo	laguna	lagoons	Tucumán	
13340	Porpoise	alcedo	cabo	capes		
13341	Porquera	alcedo	pueblo	towns	Cartagena	
13342	Porquera	alcedo	pueblo	towns	Maracaibo	
13343	Porrudos	alcedo	rio	rivers	Paraguay	
13344	Port	alcedo	puerto	ports		
13345	Portage	alcedo	rio	rivers	la Luisiana	
13346	Portages	alcedo	mar	seas		
13347	Portahuelo	alcedo			Corregimiento de Truxillo	
13348	Portail	alcedo	puerto	ports		
13349	Portales	alcedo	pueblo	towns	Santa Marta	
13350	Porte	alcedo	pueblo	towns	Brazil	
13351	Portee	alcedo	pueblo	towns		
13352	Porte	alcedo	islote	islands		
13353	Portete	alcedo	mar	seas	rio del Hacha	
13354	Portete	alcedo	puerto	ports	Reyno de Tierra Firme	
13355	Portete	alcedo	provincia	provinces	Costarica	
13356	Porto	alcedo	pueblo	towns	Brazil	
13357	Portobelo	alcedo			Reyno de Tierra Firme	
13358	Portobelo	alcedo	puerto	ports	Brazil	
13359	Porto	alcedo	capitania	political administrative bodies	Brazil	
13360	Porto	alcedo	provincia	provinces		
13361	Portquesin	alcedo	rio	rivers		
13363	Port	alcedo	ciudad	citys		
13364	Port	alcedo	rio	rivers		
13365	Port	alcedo				
13366	Portsmouth	alcedo	ciudad	citys		
13368	Portsmouth	alcedo	provincia	provinces		
13369	Portsmouth	alcedo	bahia	bays		
13370	Portsmouth	alcedo	colonia	colonys		
13371	Port	alcedo	pueblo	towns		
13372	Portugal	alcedo	isla	islands		
13373	Portugalete	alcedo	pueblo	towns	Cumaná	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000621]
13374	Portuguesa	alcedo	rio	rivers	Venezuela	
13375	Posksion	alcedo	bahia	bays		
13376	Posksion	alcedo	puerto	ports	Nicaragua	
13377	Posigueica	alcedo	ciudad	citys	Santa Marta	
13378	Posso	alcedo	bahia	bays		
13379	Posso	alcedo	pueblo	towns	Guauchinango	
13380	Posta	alcedo	pueblo	towns	Cumaná	[https://www.hgis-indias.net/dokuwiki/doku.php?id=2000854]
13381	Potan	alcedo	pueblo	towns	Nueva España	
13382	Potaquisimor	alcedo	provincia	provinces	los Indios Chiquitos	
13383	Potetinga	alcedo	punta	capes		
13384	Potiche	alcedo	isla	islands		
13385	Potinchan	alcedo	pueblo	towns	Tlapa	
13386	Poto	alcedo	pueblo	towns	Corregimiento de Carabaya	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000309]
13387	Potosi	alcedo	reyno	kingdoms	Reyno dPerú	
13388	Potosi	alcedo	villa	towns		
13389	Potosi	alcedo	monte	mountains		
13390	Potosi	alcedo			Obispado de Mechoacan	
13391	Potosi	alcedo	pueblo	towns	Obispado de Mechoacan	
13392	Potosi	alcedo	reyno	kingdoms	Pasto	
13393	Pototaca	alcedo	pueblo	towns	Corregimiento de Pilaya y Paspaya	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000358]
13394	Potowmack	alcedo	rio	rivers		
13395	Potre	alcedo	rio	rivers	Buenos Ayres	
13396	Potrero	alcedo	pueblo	towns	Corregimiento de Copiapó	
13397	Potrero	alcedo	valle	valleys		
13398	Potrero	alcedo	rio	rivers	Reyno de Tierra Firme	
13399	Potro	alcedo	rio	rivers	Mainas	
13400	Poulec	alcedo	cabo	capes		
13401	Poumaron	alcedo	rio	rivers		
13402	Pouteowatamis	alcedo	nación de indios	cultural groups		
13403	Powels	alcedo	colonia	colonys		
13404	Poyas	alcedo	nacion	nations	Reyno de Chile	
13405	Poyogasta	alcedo	pueblo	towns	Tucumán	[https://www.hgis-indias.net/dokuwiki/doku.php?id=9000243]
13406	Poziguai	alcedo	provincia	provinces	Nuevo Reyno de Granada	
13407	Pozo	alcedo	pueblo	towns	Antioquia	
13408	Pozoltepec	alcedo	pueblo	towns	Zultepec	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1002814]
13409	Pozos	alcedo	pueblo	towns	San Luis de Potosí	
13410	Pozuelos	alcedo	pueblo	towns	Barcelona	[https://www.hgis-indias.net/dokuwiki/doku.php?id=4000372]
13411	Pozutla	alcedo	pueblo	towns	Azuchitlán	
13412	Prabari	alcedo	cabo	capes	la Guayana	
13413	Prado	alcedo	pueblo	towns		[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000260]
13414	Prairie	alcedo	monte	mountains		
13415	Praya	alcedo	pueblo	towns	Darien	
13416	Precheur	alcedo	pueblo	towns		
13417	Precheur	alcedo	islote	islands		
13418	Pregonero	alcedo	pueblo	towns	Nuevo Reyno de Granada	[https://www.hgis-indias.net/dokuwiki/doku.php?id=4000485]
13419	Presa	alcedo	pueblo	towns	Nuevo Reyno de León	
13420	Presentacion	alcedo			San Luis de Potosí	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1004650]
13421	Presto	alcedo	pueblo	towns	Corregimiento de Tomina	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000064]
13422	Preto	alcedo	rio	rivers		
13424	Pricrly	alcedo	isla	islands		
13425	Prieta	alcedo	cordillera	mountains		
13426	Prieto	alcedo	rio	rivers		
13428	Prieto	alcedo	cordillera	mountains	Sonora	
13429	Primero	alcedo	rio	rivers	Tucumán	
13430	Prince	alcedo	ciudad	citys		
13431	Principe	alcedo	puerto	ports	Isla de Cuba	
13432	Principe	alcedo	villa	towns	Brazil	
13433	Principe	alcedo	cabo	capes		
13434	Principe	alcedo	villa	towns		
13435	Probavie	alcedo	rio	rivers		
13436	Profond	alcedo	rio	rivers		
13438	Prophet	alcedo	rio	rivers		
13439	Prospect	alcedo	puerto	ports		
13440	Providencia	alcedo	isla	islands		
13441	Providencia	alcedo	establecimiento	inhabited places		
13442	Providencia	alcedo	isla	islands	Reyno de Guatemala	
13443	Province	alcedo	pueblo	towns		
13444	Prudence	alcedo	isla	islands		
13445	Puachun	alcedo	pueblo	towns	Corregimiento de Itata	
13446	Puanas	alcedo	valle	valleys	Reyno del Nueva Vizcaya	
13447	Puanchu	alcedo	pueblo	towns	Reyno de Chile	
13448	Puante	alcedo	rio	rivers		
13449	Puants	alcedo	bahia	bays		
13450	Puanllabquen	alcedo	rio	rivers	Reyno de Chile	
13451	Pucana	alcedo	pueblo	towns		
13452	Pucara	alcedo	pueblo	towns	Corregimiento de Lampa	
13453	Pucara	alcedo	pueblo	towns	Corregimiento de Xauja	
13454	Pucara	alcedo	provincia	provinces	Tucumán	
13455	Pucara	alcedo	provincia	provinces	Jaén de Bracamoros	
13456	Pucara	alcedo	rio	rivers	Tucumán	
13457	Pucarani	alcedo	pueblo	towns	Corregimiento de Omasuyos	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000116]
13458	Pucare	alcedo	rio	rivers	Mainas	
13459	Pucatiatla	alcedo	pueblo	towns	Corregimiento de Angaraes	
13460	Puchacai	alcedo	provincia	provinces	Reyno de Chile	
13461	Puchachailgua	alcedo				
13462	Puchunco	alcedo	laguna	lagoons	Corregimiento de Quillota	
13463	Puchutla	alcedo	pueblo	towns	Chiapa	
13464	Puckantalla	alcedo	pueblo	towns		
13465	Pucirinabis	alcedo	pueblo	towns		
13466	Pucquian	alcedo	pueblo	towns	Corregimiento de Caxatambo	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000983]
13467	Pucquin	alcedo	pueblo	towns	Corregimiento de Lucanas	
13468	Pucro	alcedo	rio	rivers	Darien	
13469	Puctla	alcedo	pueblo	towns	Justlahuaca	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1003421]
13470	Pucullan	alcedo	rio	rivers	Reyno de Chile	
13471	Pucuna	alcedo	provincia	provinces		
13472	Pudaguell	alcedo	laguna	lagoons	Reyno de Chile	
13473	Puebla	alcedo	pueblo	towns	Cholula	
13474	Puebla	alcedo	ciudad	citys	Reyno de Nueva España	
13475	Puebla	alcedo	reyno	kingdoms	Nuevo Reyno de Granada	
13476	Pueblo	alcedo	provincia	provinces	Corregimiento de Coquimbo	
13477	Pueblo	alcedo			Nuevo Reyno de Granada	
13478	Pueblo	alcedo	pueblo	towns		
13479	Pueblo	alcedo	pueblo	towns	Tampico	
13480	Pueblo	alcedo	pueblo	towns	Corregimiento de Saña	
13481	Pueblo	alcedo	provincia	provinces	Corregimiento de Tinta	
13482	Pueblo	alcedo	ciudad	citys	Nuevo Reyno de Granada	
13483	Pueblo	alcedo	alcaldía mayor	inhabited places	Acaponeta	
13484	Pueblo	alcedo	provincia	provinces	la Guayana	
13485	Pueblo	alcedo	provincia	provinces	Santa Marta	
13486	Pueblo	alcedo	provincia	provinces	Venezuela	
13487	Pueblo	alcedo	reyno	kingdoms		
13488	Pueblo	alcedo	provincia	provinces	Cartagena	
13490	Pueblo	alcedo	pueblo	towns	Tucumán	
13491	Pueblo	alcedo	pueblo	towns	Corregimiento de Cuyo	
13492	Pueblos	alcedo	pueblo	towns	Cuernavaca	
13493	Puela	alcedo	pueblo	towns	Corregimiento de Riobamba	
13494	Puembo	alcedo	pueblo	towns	jurisdicción de las cinco leguas	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600228]
13495	Puente	alcedo	pueblo	towns	Valladolid	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1004666]
13496	Puente	alcedo	rio	rivers		
13497	Puer	alcedo	ensenada	inlets		
13498	Puercos	alcedo	monte	mountains	Veragua	
13499	Puercos	alcedo	isla	islands		
13500	Puercos	alcedo	isla	islands	Isla de Cuba	
13501	Puerres	alcedo	pueblo	towns	Pastos	
13502	Puerto	alcedo	puerto	ports	S. Juan de los Llanos	
13503	Puerto	alcedo	ciudad	citys	Barbacoas	
13504	Puerto	alcedo	provincia	provinces	Pánuco	
13505	Puerto	alcedo	isla	islands		
13507	Puerto	alcedo			Tabasco	
13508	Puertorico	alcedo	isla	islands	Perú	
13509	Puerto	alcedo	puerto	ports		
13510	Puerto	alcedo	puerto	ports	Guayaquil	
13511	Pues	alcedo	pueblo	towns	Cartagena	
13512	Pugnico	alcedo	pueblo	towns		
13513	Puico	alcedo	pueblo	towns	Perú	
13514	Puis	alcedo	pueblo	towns	Chocó	
13515	Pujilli	alcedo	pueblo	towns	Corregimiento de Tacunga	
13516	Pujirri	alcedo	rio	rivers	Reyno de Chile	
13517	Pulacu	alcedo	rio	rivers	Reyno de Quito	
13518	Pulares	alcedo	pueblo	towns	Tucumán	
13519	Pulares	alcedo	pueblo	towns		
13520	Pulares	alcedo				
13521	Pularo	alcedo	pueblo	towns	Corregimiento de Tacunga	
13522	Pulches	alcedo	nación de indios	cultural groups	Reyno de Chile	
13523	Pulgar	alcedo	pueblo	towns	Santa Marta	
13524	Pullo	alcedo	pueblo	towns	Corregimiento de Parinacochas	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000565]
13525	Pulindara	alcedo	pueblo	towns	Popayán	
13526	Pulpito	alcedo	punta	capes		
13527	Puluhan	alcedo	pueblo	towns	Reyno de Chile	
13528	Pumaca	alcedo	pueblo	towns	Jaén de Bracamoros	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600476]
13529	Pumachuco	alcedo	pueblo	towns	Corregimiento de Guanuco	
13530	Puma	alcedo				
13531	Pumaguay	alcedo	pueblo	towns	Tucumán	
13532	Pumallacta	alcedo				
13533	Pumanque	alcedo	pueblo	towns	Corregimiento de Colchagua	[https://www.hgis-indias.net/dokuwiki/doku.php?id=7000142]
13534	Puma	alcedo	provincia	provinces		
13535	Pumpu	alcedo	provincia	provinces		
13536	Puna	alcedo	isla	islands		
13537	Puna	alcedo	pueblo	towns		
13538	Punama	alcedo	pueblo	towns	Corregimiento de Larecaxa	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000422]
13539	Punan	alcedo	pueblo	towns	Corregimiento de Guarochiri	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000846]
13540	Punaquehuar	alcedo	pueblo	towns	Corregimiento de Quispicanchi	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000349]
13541	Punata	alcedo	pueblo	towns		[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000087]
13542	Punceres	alcedo	pueblo	towns	Cumaná	
13543	Pungala	alcedo	pueblo	towns	Riobamba	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600260]
13544	Pungaravato	alcedo	pueblo	towns	Guimeo	
13545	Pungueo	alcedo	pueblo	towns	Nueva España	
13546	Puni	alcedo	pueblo	towns	Corregimiento de Riobamba	
13547	Punilla	alcedo	pueblo	towns	Tucumán	[https://www.hgis-indias.net/dokuwiki/doku.php?id=9000060]
13548	Puniquita	alcedo	pueblo	towns	Popayán	
13549	Puno	alcedo	villa	towns	Corregimiento de Paucarcolla	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000002]
13550	Puños	alcedo	pueblo	towns	Corregimiento de Guamalies	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001060]
13551	Punovis	alcedo	nación de indios	cultural groups	Brazil	
13552	Punrun	alcedo	laguna	lagoons		
13553	Punsegua	alcedo	pueblo	towns	Cartagena	
13554	Punta	alcedo			Córdoba	
13555	Punta	alcedo	pueblo	towns	Guayaquil	
13556	Punta	alcedo	provincia	provinces	Corregimiento de Copiapó	
13557	Punta	alcedo			Nuevo Reyno de León	
13558	Punta	alcedo	asiento de minas	inhabited places	Corregimiento de Piura	
13559	Punta	alcedo			Corregimiento de Saña	
13560	Punta	alcedo	isla	islands	Corregimiento de Cuyo	
13561	Puntal	alcedo	pueblo	towns	Corregimiento de Pasto	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600116]
13562	Puntas	alcedo	punta	capes		
13563	Sse	alcedo	cabo	capes	Honduras	
13564	Sse	alcedo	cerro	mountains		
13565	Puntos	alcedo	sierra	mountain ranges	Paraguay	
13566	Puntos	alcedo	rio	rivers	Corregimiento de Coquimbo	
13567	Pununur	alcedo			Quixos y Macas	
13568	Punutun	alcedo	pueblo	towns	Corregimiento de Quillota	
13569	Pupa	alcedo	fuerte	inhabited places	la Florida	
13570	Pupiales	alcedo	pueblo	towns	Pasto	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600187]
13571	Pupui	alcedo	pueblo	towns	Corregimiento de Coquimbo	
