id	name	name_src	type	aat_type	close_match
00556	Amaruca	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000435
00557	Amarumaiu	alcedo	rio	river	
00558	Amasarendo	alcedo	pueblo	town	
00559	Amatenango	alcedo	pueblo	town	
00560	Amatepec	alcedo	pueblo	town	
00561	Amatepec	alcedo	pueblo	town	
00562	Amaticlan	alcedo	pueblo	town	
00563	Amatinchak	alcedo	pueblo	town	
00564	Amatitlan	alcedo	pueblo	town	
00565	Amatitlan	alcedo	pueblo	town	
00566	Amatlan	alcedo	pueblo	town	
00567	Amatlan	alcedo			
00568	Amatlan	alcedo			
00569	Amatlan	alcedo	alcaldía mayor	inhabited place	
00570	Amatlan	alcedo	alcaldía mayor	inhabited place	
00571	Amatlan	alcedo	alcaldía mayor	inhabited place	
00572	Amatlan	alcedo	partido	district	
00573	Amatlan	alcedo			
00574	Amatlan	alcedo	alcaldía mayor	inhabited place	
00575	Amazonas	alcedo			
00576	Ambalema	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5000231
00577	Ambana	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000102
00578	Ambar	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000948
00579	Ambargasta	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=9000520
00580	Ambato	alcedo	partido	district	
00581	Ambato	alcedo	rio	river	
00582	Ambato	alcedo	montaña	mountain	
00583	Ambocas	alcedo	pueblo	town	
00584	Ambol	alcedo	rio	river	
00585	Ambrosio	alcedo			
00586	Ambrosio	alcedo	valle	valley	
00587	Ambuqui	alcedo	pueblo	town	
00588	Amealco	alcedo	pueblo	town	
00589	Ameca	alcedo	pueblo	town	
00590	Ameca	alcedo	alcaldía mayor	inhabited place	
00591	Amecameca	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1000740
00592	Amecaque	alcedo	pueblo	town	
00593	Amelie	alcedo	colonia	colony	
00594	Amelie	alcedo	isla	island	
00595	Amelie	alcedo	pueblo	town	
00596	Amengoaca	alcedo	rio	river	
00597	America	alcedo			
00598	Amicuri	alcedo	lago	lagoon	
00599	Amilgambo	alcedo			
00600	Amilpa	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1000421
00601	Amiltepec	alcedo	pueblo	town	
00602	Amine	alcedo	rio	river	
00603	Amircare	alcedo	rio	river	
00604	Amit	alcedo	rio	river	
00605	Amixocores	alcedo	people	cultural group	
00606	Amoca	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000203
00607	Amoguajes	alcedo	pueblo	town	
00608	Amoi	alcedo	rio	river	
00609	Amoia	alcedo	rio	river	
00610	Amola	alcedo	alcaldía mayor	inhabited place	
00611	Amoltepec	alcedo	pueblo	town	
00612	Amopocan	alcedo	pueblos y tierras indígenas	town	
00613	Amortajado	alcedo			
00614	Amotape	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6001404
00615	Amotape	alcedo	sierra	mountain range	
00616	Amotape	alcedo	rio	river	
00617	Amozaque	alcedo	pueblo	town	
00618	Amparaes	alcedo	pueblo	town	
00619	Ampata	alcedo	pueblo	town	
00620	Ampi	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000574
00621	Ampola	alcedo	rio	river	
00622	Ampones	alcedo	people	cultural group	
00623	Amsterdam	alcedo			
00624	Amsterdam	alcedo	ciudad	city	
00625	Amsterdam	alcedo	colonia	colony	
00626	Amsterdam	alcedo	isla	island	
00627	Amues	alcedo	pueblo	town	
00628	Amulalas	alcedo	pueblo	town	
00629	Amurcas	alcedo	people	cultural group	
00630	Amuturi	alcedo	rio	river	
00631	Amuzgos	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1002427
00632	Ana	alcedo	pueblo	town	
00633	Ana	alcedo	pueblo	town	
00634	Ana	alcedo	partido	district	
00635	Ana	alcedo	alcaldía mayor	inhabited place	
00636	Ana	alcedo	alcaldía mayor	inhabited place	
00637	Ana	alcedo	partido	district	
00638	Ana	alcedo	pueblos y tierras indígenas	province	
00639	Ana	alcedo	reino	kingdom	
00640	Ana	alcedo			
00641	Ana	alcedo	capitania	political administrative body	
00642	Ana	alcedo	isla	island	
00643	Ana	alcedo	provincia	province	
00644	Ana	alcedo	provincia	province	
00645	Ana	alcedo	provincia	province	
00646	Ana	alcedo	reino	kingdom	
00647	Ana	alcedo	provincia	province	
00648	Ana	alcedo	provincia	province	
00649	Ana	alcedo	provincia	province	
00650	Ana	alcedo			
00651	Ana	alcedo	alcaldía mayor	inhabited place	
00652	Ana	alcedo	alcaldía mayor	inhabited place	
00653	Ana	alcedo	alcaldía mayor	inhabited place	
00654	Ana	alcedo	alcaldía mayor	inhabited place	
00655	Ana	alcedo	jurisdiccion	administrative division	
00656	Ana	alcedo	provincia	province	
00657	Ana	alcedo	alcaldía mayor	inhabited place	
00658	Ana	alcedo	asentamiento	inhabited place	
00659	Ana	alcedo	partido	district	
00660	Ana	alcedo			
00661	Ana	alcedo	reino	kingdom	
00662	Ana	alcedo	provincia	province	
00663	Ana	alcedo	provincia	province	
00664	Ana	alcedo	provincia	province	
00665	Ana	alcedo	provincia	province	
00666	Ana	alcedo	reino	kingdom	
00667	Ana	alcedo	reino	country	
00668	Ana	alcedo	pueblo	town	
00669	Ana	alcedo	asentamiento	inhabited place	
00670	Ana	alcedo	capitania	political administrative body	
00671	Ana	alcedo			
00672	Ana	alcedo	pueblo	town	
00673	Ana	alcedo	rio	river	
00674	Ana	alcedo	provincia	province	
00675	Ana	alcedo	reino	country	
00676	Ana	alcedo	provincia	province	
00677	Ana	alcedo	isla	island	
00678	Ana	alcedo			
00679	Ana	alcedo	mar	sea	
00680	Ana	alcedo	isla	island	
00681	Ana	alcedo	estrecho	strait	
00682	Ana	alcedo	bahía	bay	
00683	Ana	alcedo	montaña	mountain	
00684	Ana	alcedo	cabo	cape	
00685	Ana	alcedo			
00686	Ana	alcedo	rio	river	
00687	Anaica	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000711
00688	Anairahi	alcedo	pueblo	town	
00689	Analco	alcedo	alcaldía mayor	inhabited place	
00690	Analco	alcedo			
00691	Analco	alcedo			
00692	Analco	alcedo	reino	kingdom	
00693	Analco	alcedo			
00694	Añancusi	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000593
00695	Anandiva	alcedo	rio	river	
00696	Ananea	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000592
00697	Ananeo	alcedo	montaña	mountain	
00698	Anapiti	alcedo	pueblo	town	
00699	Anapoima	alcedo	pueblo	town	
00700	Anapuia	alcedo	provincia	province	
00701	Añaquito	alcedo	valle	valley	
00702	Anarama	alcedo	rio	river	
00703	Anariqui	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6001570
00704	Añasco	alcedo	isla	island	
00705	Anastasio	alcedo	isla	island	
00706	Anatiguchaga	alcedo	lago	lagoon	
00707	Anaura	alcedo	rio	river	
00708	Anauillana	alcedo	rio	river	
00709	Ancamares	alcedo	people	cultural group	
00710	Ancas	alcedo	people	cultural group	
00711	Ancaste	alcedo	pueblo	town	
00712	Ancatata	alcedo	pueblo	town	
00713	Ancatemu	alcedo	pueblos y tierras indígenas	town	
00714	Ance	alcedo	pueblo	town	
00715	Ance	alcedo	isla	island	
00716	Ance	alcedo	bahía	inlet	
00717	Ance	alcedo	bahía	inlet	
00718	Ance	alcedo	pueblo	town	
00719	Ance	alcedo	bahía	inlet	
00720	Nno	alcedo	rio	river	
00721	Ances	alcedo	bahía	inlet	
00722	Anchac	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000674
00723	Anchihuai	alcedo	pueblo	town	
00724	Ancho	alcedo	rio	river	
00725	Ancla	alcedo	cabo	cape	
00726	Anclote	alcedo	isla	island	
00727	Anco	alcedo	pueblo	town	
00728	Anco	alcedo	pueblo	town	
00729	Ancoamaia	alcedo	pueblo	town	
00730	Ancobamba	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000176
00731	Ancon	alcedo	montaña	mountain	
00732	Ancon	alcedo	pueblo	town	
00733	Ancon	alcedo	cabo	cape	
00734	Ancon	alcedo	golfo	gulf	
00735	Ancon	alcedo	valle	valley	
00736	Ancones	alcedo	montaña	mountain	
00737	Ancoosr	alcedo			
00738	Ancora	alcedo	isla	island	
00739	Ancoraimes	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000118
00740	Ancos	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6001028
00741	Ancud	alcedo			
00742	Ancuia	alcedo	pueblo	town	
00743	Ancuma	alcedo	montaña	mountain	
00744	Ancuteres	alcedo	people	cultural group	
00745	Andabamba	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000589
00746	Anbac	alcedo	rio	river	
00747	Andacollo	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=7000087
00748	Andahua	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000096
00749	Andhuailas	alcedo	provincia	province	
00750	Andhuailas	alcedo	valle	valley	
00751	Andahuailyllas	alcedo	pueblo	town	
00752	Andaimarca	alcedo	pueblo	town	
00753	Andajesp	alcedo	provincia	province	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000954
00754	Andalien	alcedo	valle	valley	
00755	Andalien	alcedo	rio	river	
00756	Andalgala	alcedo	rio	river	
00757	Andalgala	alcedo	lago	lagoon	
00758	Andalucia	alcedo	reino	kingdom	
00759	Andamarca	alcedo	pueblo	town	
00760	Andamarca	alcedo	pueblo	town	
00761	Andamarca	alcedo	provincia	province	
00762	Andamarca	alcedo	provincia	province	
00763	Andamarcas	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000535
00764	Andapirca	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6001219
00765	Andaquies	alcedo	pueblo	town	
00766	Anbarai	alcedo	pueblo	town	
00767	Andarapa	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000405
00768	Andariel	alcedo	pueblo	town	
00769	Andastes	alcedo	people	cultural group	
00770	Andes	alcedo	montaña	mountain	
00771	Andietum	alcedo	rio	river	
00772	Andinos	alcedo	rio	river	
00773	Andoas	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600290
00774	Andre	alcedo	bahía	bay	
00775	Andres	alcedo	pueblo	town	
00776	Andres	alcedo	pueblo	town	
00777	Andres	alcedo	partido	district	
00778	Andres	alcedo	alcaldía mayor	inhabited place	
00779	Andres	alcedo	alcaldía mayor	inhabited place	
00780	Andres	alcedo	alcaldía mayor	inhabited place	
00781	Andres	alcedo			
00782	Andres	alcedo	partido	district	
00783	Andres	alcedo	alcaldía mayor	inhabited place	
00784	Andres	alcedo	alcaldía mayor	inhabited place	
00785	Andres	alcedo			
00786	Andres	alcedo	partido	district	
00787	Andres	alcedo	partido	district	
00788	Andres	alcedo	partido	district	
00789	Andres	alcedo	alcaldía mayor	inhabited place	
00790	Andres	alcedo			
00791	Andres	alcedo			
00792	Andres	alcedo	jurisdiccion	administrative division	
00793	Andres	alcedo	provincia	province	
00794	Andres	alcedo	provincia	province	
00795	Andres	alcedo	reino	kingdom	
00796	Andres	alcedo	provincia	province	
00797	Andres	alcedo	alcaldía mayor	inhabited place	
00798	Andres	alcedo			
00799	Andres	alcedo	reino	kingdom	
00800	Andres	alcedo	alcaldía mayor	inhabited place	
00801	Andres	alcedo	pueblo	town	
00802	Andres	alcedo	partido	district	
00803	Andres	alcedo	isla	island	
00804	Andres	alcedo	alcaldía mayor	inhabited place	
00805	Andres	alcedo	isla	island	
00806	Andres	alcedo	isla	island	
00807	Andres	alcedo	bahía	bay	
00808	Andres	alcedo	bahía	bay	
00809	Andres	alcedo	asentamiento	inhabited place	
00810	Andres	alcedo	cabo	cape	
00811	Aneav	alcedo	puerto	port	
00812	Anecuilco	alcedo	pueblo	town	
00813	Anegada	alcedo	isla	island	
00814	Anegada	alcedo	bahía	bay	
00815	Anegada	alcedo	isla	island	
00816	Anegada	alcedo	cabo	cape	
00817	Anegada	alcedo	bahía	bay	
00818	Anegaditos	alcedo	isla	island	
00819	Anegadizos	alcedo	rio	river	
00820	Anegadizos	alcedo			
00821	Anembi	alcedo	rio	river	
00822	Angachilla	alcedo	rio	river	
00823	Angagua	alcedo	pueblo	town	
00824	Angamarca	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600124
00825	Angamocutiro	alcedo	pueblo	town	
00826	Angaraes	alcedo	provincia	province	
00827	Angasmaiu	alcedo	rio	river	
00828	Angasmarca	alcedo	pueblo	town	
00829	Angasmarca	alcedo	provincia	province	
00830	Angasmarca	alcedo	rio	river	
00831	Angel	alcedo	pueblo	town	
00832	Angel	alcedo	pueblo	town	
00833	Angel	alcedo	reino	kingdom	
00834	Angel	alcedo	reino	kingdom	
00835	Angel	alcedo	provincia	province	
00836	Angel	alcedo			
00837	Angel	alcedo	reino	kingdom	
00838	Angel	alcedo	isla	island	
00839	Sse	alcedo	rio	river	
00840	Angeles	alcedo	ciudad	city	
00841	Angeles	alcedo			
00842	Angeles	alcedo	pueblo	town	
00843	Angeles	alcedo	provincia	province	
00844	Angeles	alcedo			
00845	Angeles	alcedo			
00846	Angeles	alcedo	provincia	province	
00847	Angeles	alcedo	corregimiento	district	
00848	Angeles	alcedo	bahía	bay	
00849	Angeles	alcedo	puerto	port	
00850	Anglois	alcedo	puerto	port	
00851	Angogard	alcedo	pueblo	town	
00852	Angoyacor	alcedo	provincia	province	
00853	Angol	alcedo	ciudad	city	https://www.hgis-indias.net/dokuwiki/doku.php?id=7001001
00854	Angosto	alcedo	estrecho	strait	
00855	Angostura	alcedo	estrecho	strait	
00856	Angostura	alcedo	rio	river	
00857	Angra	alcedo	ciudad	city	
00858	Angualasta	alcedo	pueblos y tierras indígenas	town	
00859	Anguassetcokp	alcedo			
00860	Anguila	alcedo	isla	island	
00861	Anguila	alcedo	isla	island	
00862	Anguila	alcedo	bahía	bay	
00863	Anguila	alcedo	cabo	cape	
00864	Angustias	alcedo	pueblo	town	
00865	Anheimbas	alcedo	rio	river	
00866	Aniba	alcedo	rio	river	
00867	Anibalis	alcedo	people	cultural group	
00868	Anican	alcedo	isla	island	
00869	Añil	alcedo	rio	river	
00870	Añilose	alcedo	rio	river	
00871	Animas	alcedo	rio	river	
00872	Animas	alcedo			
00873	Animas	alcedo	isla	island	
00874	Animas	alcedo	rio	river	
00875	Anime	alcedo	pueblo	town	
00876	Anna	alcedo	rio	river	
00877	Anna	alcedo	colonia	colony	
00878	Anna	alcedo	provincia	province	
00879	Anna	alcedo	isla	island	
00880	Anna	alcedo	cabo	cape	
00881	Anna	alcedo	puerto	port	
00882	Anna	alcedo	cabo	cape	
00883	Anna	alcedo	pueblo	town	
00884	Annaciois	alcedo	people	cultural group	
00885	Annapolys	alcedo			
00886	Annapolys	alcedo	ciudad	city	
00887	Annoto	alcedo	isla	island	
00888	Año	alcedo	mar	sea	
00889	Anoanapa	alcedo	rio	river	
00890	Akolaima	alcedo	pueblo	town	
00891	Anope	alcedo	pueblo	town	
00892	Anourama	alcedo	rio	river	
00893	Anouriahi	alcedo	pueblo	town	
00894	Anozanoi	alcedo	pueblo	town	
00895	Anserma	alcedo	ciudad	city	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600036
00896	Anserma	alcedo	pueblo	town	
00897	Anson	alcedo	colonia	colony	
00898	Anta	alcedo	pueblo	town	
00899	Anta	alcedo	reino	kingdom	
00900	Anta	alcedo	rio	river	
00901	Antabamba	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000177
00902	Antalis	alcedo	pueblos y tierras indígenas	nation	
00903	Antapalpa	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000303
00904	Antarpanco	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000609
00905	Antego	alcedo			
00906	Antequera	alcedo	ciudad	city	https://www.hgis-indias.net/dokuwiki/doku.php?id=1000014
00907	Antigona	alcedo	pueblo	town	
00908	Antigosti	alcedo	isla	island	
00909	Antigua	alcedo	mar	sea	
00910	Antiguasi	alcedo	pueblo	town	
00911	Antigoap	alcedo			
00912	Tilla	alcedo	pueblo	town	
00913	Tilla	alcedo	provincia	province	
00914	Antillas	alcedo	isla	island	
00915	Antingo	alcedo	pueblo	town	
00916	Antioquia	alcedo	provincia	province	
00917	Antiosa	alcedo	valle	valley	
00918	Antisana	alcedo	montaña	mountain	
00919	Antojo	alcedo	pueblo	town	
00920	Antojo	alcedo			
00921	Antofagasta	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000464
00922	Antoine	alcedo	cabo	cape	
00923	Anton	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5000288
00924	Anton	alcedo	capitania	political administrative body	
00925	Antona	alcedo	lago	lagoon	
00926	Antonio	alcedo	pueblo	town	
00927	Antonio	alcedo	pueblo	town	
00928	Antonio	alcedo	alcaldía mayor	inhabited place	
00929	Antonio	alcedo	alcaldía mayor	inhabited place	
00930	Antonio	alcedo	alcaldía mayor	inhabited place	
00931	Antonio	alcedo	alcaldía mayor	inhabited place	
00932	Antonio	alcedo			
00933	Antonio	alcedo	alcaldía mayor	inhabited place	
00934	Antonio	alcedo	reino	kingdom	
00935	Antonio	alcedo	provincia	province	
00936	Antonio	alcedo	reino	kingdom	
00937	Antonio	alcedo	reino	kingdom	
00938	Ono	alcedo	provincia	province	
00939	Ono	alcedo	reino	kingdom	
00940	Ono	alcedo	pueblo	town	
00941	Ono	alcedo	reino	kingdom	
00942	Ono	alcedo	provincia	province	
00943	Ono	alcedo	provincia	province	
00944	Ono	alcedo	pueblo	town	
00945	Ono	alcedo	capitania	political administrative body	
00946	Ono	alcedo	capitania	political administrative body	
00947	Ono	alcedo	capitania	political administrative body	
00948	Ono	alcedo	pueblo	town	
00949	Ono	alcedo	provincia	province	
00950	Ono	alcedo	provincia	province	
00951	Ono	alcedo	provincia	province	
00952	Ono	alcedo	provincia	province	
00953	Ono	alcedo	capitania	political administrative body	
00954	Ono	alcedo	capitania	political administrative body	
00955	Ono	alcedo	reino	kingdom	
00956	Ono	alcedo	provincia	province	
00957	Ono	alcedo			
00958	Ono	alcedo	provincia	province	
00959	Ono	alcedo	reino	country	
00960	Ono	alcedo	provincia	province	
00961	Ono	alcedo	capitania	political administrative body	
00962	Ono	alcedo	capitania	political administrative body	
00963	Ono	alcedo	capitania	political administrative body	
00964	Ono	alcedo			
00965	Ono	alcedo	alcaldía mayor	inhabited place	
00966	Ono	alcedo	montaña	mountain	
00967	Ono	alcedo	pueblo	town	
00968	Ono	alcedo	pueblo	town	
00969	Ono	alcedo	pueblo	town	
00970	Ono	alcedo	bahía	bay	
00971	Ono	alcedo	puerto	port	
00972	Ono	alcedo	reino	kingdom	
00973	Ono	alcedo	isla	island	
00974	Ono	alcedo	provincia	province	
00975	Ono	alcedo			
00976	Ono	alcedo	isla	island	
00977	Ono	alcedo	rio	river	
00978	Ono	alcedo	rio	river	
00979	Ono	alcedo	capitania	political administrative body	
00980	Ono	alcedo	rio	river	
00981	Ono	alcedo			
00982	Ono	alcedo	provincia	province	
00983	Ono	alcedo	reino	kingdom	
00984	Ono	alcedo	provincia	province	
00985	Ono	alcedo	cabo	cape	
00986	Ono	alcedo	provincia	province	
00987	Ono	alcedo	valle	valley	
00988	Ono	alcedo	canal	canal	
00989	Ono	alcedo	asentamiento	inhabited place	
00990	Ono	alcedo	asentamiento	inhabited place	
00991	Anunciacion	alcedo			
00992	Anzuelos	alcedo	rio	river	
00993	Anzueros	alcedo	rio	river	
00994	Apabota	alcedo	rio	river	
00995	Apaceo	alcedo	pueblo	town	
00996	Apaceo	alcedo	pueblo	town	
00997	Apache	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000797
00998	Apacuata	alcedo	rio	river	
00999	Apago	alcedo	rio	river	
01000	Apalaches	alcedo	people	cultural group	
01001	Apalaches	alcedo	pueblos y tierras indígenas	town	
01002	Apalaches	alcedo	rio	river	
01003	Apalachicolap	alcedo	provincia	province	
01004	Apalachicolap	alcedo	rio	river	
01005	Apanco	alcedo	pueblo	town	
01006	Apango	alcedo	pueblo	town	
01007	Apani	alcedo	rio	river	
01008	Apantos	alcedo	people	cultural group	
01009	Aparcelados	alcedo	cabo	cape	
01010	Aparia	alcedo	provincia	province	
01011	Aparicion	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000026
01012	Aparu	alcedo	rio	river	
01013	Afastepec	alcedo	pueblo	town	
01014	Apata	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6001137
01015	Apatenqma	alcedo	rio	river	
01016	Apaxco	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1001612
01017	Apazingan	alcedo	pueblo	town	
01018	Apena	alcedo	rio	river	
01019	Aperas	alcedo	people	cultural group	
01020	Apere	alcedo	rio	river	
01021	Aperrues	alcedo	people	cultural group	
01022	Apetitos	alcedo	people	cultural group	
01023	Apiaga	alcedo	rio	river	
01024	Apiai	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1005151
01025	Apichiqui	alcedo	people	cultural group	
01026	Apiochama	alcedo	rio	river	
01027	Apissintas	alcedo	rio	river	
01028	Aplao	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000058
01029	Apo	alcedo	pueblo	town	
01030	Apolabamba	alcedo	provincia	province	
01031	Apolabamba	alcedo	pueblo	town	
01032	Abumarca	alcedo	pueblo	town	
01033	Apomatoxr	alcedo			
01034	Apongara	alcedo	rio	river	
01035	Apongo	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000444
01036	Aponia	alcedo	pueblo	town	
01037	Aponia	alcedo	rio	river	
01038	Aporoma	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000197
01039	Aposol	alcedo	pueblo	town	
01040	Apostoles	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=9000180
01041	Apostoles	alcedo	isla	island	
01042	Apostoles	alcedo	isla	island	
01043	Apotos	alcedo	people	cultural group	
01044	Apozo	alcedo	pueblo	town	
01045	Appa	alcedo	pueblo	town	
01046	Aprobague	alcedo	rio	river	
01047	Aprobague	alcedo	cabo	cape	
01048	Apuala	alcedo	pueblo	town	
01049	Apuala	alcedo	pueblo	town	
01050	Apucara	alcedo	provincia	province	
01051	Apui	alcedo	rio	river	
01052	Apuies	alcedo	people	cultural group	
01053	Apuido	alcedo	pueblo	town	
01054	Apulailatjaxare	alcedo	rio	river	
01055	Apulco	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1004603
01056	Apure	alcedo	rio	river	
01057	Apurimac	alcedo	rio	river	
01058	Aquaquati	alcedo	rio	river	
01059	Aquatzagane	alcedo	pueblos y tierras indígenas	town	
01060	Aquezpala	alcedo	pueblo	town	
01061	Aqueti	alcedo	rio	river	
01062	Aqui	alcedo	rio	river	
01063	Aquia	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000981
01064	Aquiatiilco	alcedo	rio	river	
01065	Aquicha	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000915
01066	Aquiguires	alcedo	people	cultural group	
01067	Aquila	alcedo	pueblo	town	
01068	Aquimuri	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=10000137
01069	Aquinabis	alcedo	pueblo	town	
01070	Aquira	alcedo	pueblo	town	
01071	Aquire	alcedo	rio	river	
01072	Aquire	alcedo	puerto	port	
01073	Aquismon	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1000200
01074	Aquistla	alcedo	pueblo	town	
01075	Araaibaibas	alcedo			
